gene,R_E60_1,R_E60_2,R_E60_3,R_E60_4,R_D1_1,R_D1_2,R_D1_3,R_D7_1,R_D7_2,R_D7_3,R_D28_1,R_D28_2,R_D28_3,R_Y1
LOC101111166,6.454644,5.094364,7.059437,5.598363,6.768499,4.524058,5.270424,7.475464,7.302546,5.884217,12.143447,6.913068,13.440205,18.727947
TMEM230,25.34617655,29.44788099,26.11933992,38.32876439,25.87887237,26.82414381,26.21114738,22.52579222,26.18327773,25.09576225,19.74390007,26.68261353,26.49486806,28.54137421
PDE3B,0.095217825,0.172312919,0.074421576,0.152152555,0.182101153,0.067871758,0.058994359,1.05574357,0.974052305,1.632223387,3.154020145,1.637677313,0.093353161,0.19531277
SYNC,2.262869,1.466667,1.954442,1.86089,2.466629,1.849659,1.985273,1.562121,1.746133,1.580845,12.360682,7.638017,1.782879,2.794983
GNL1,32.220928,42.968193,35.329445,36.82576,41.943348,43.239311,36.959324,51.502693,58.636013,50.229683,33.70433,44.346416,59.291286,51.092567
LOC101104407,2.943269,2.38763,3.362267,2.066672,9.378418,7.717595,9.826279,7.722998,7.039902,6.758851,5.791335,5.04032,22.846874,9.630916
FAM213A,11.60469914,11.57907737,14.48984548,8.97871944,17.1381629,9.848843425,12.85051031,14.98020043,19.83232901,14.76758188,24.34904619,18.81727798,26.35493368,30.38032912
TOX3,10.276017,8.094087,10.03794,4.028051,18.704241,9.872642,10.21474,4.500945,4.863564,3.206333,0.670721,1.108024,1.555602,0.350452
PLRG1,16.7935593,12.20293126,14.06312582,13.62543984,17.37885502,12.5627134,13.02063667,13.95220012,11.89041104,11.31655514,15.25909119,16.7013803,15.90482636,24.42796147
FIBP,44.80495389,46.09883382,39.46785249,55.52127366,64.99004941,57.97616548,63.82721798,57.48369702,67.1467942,69.86429016,60.37546786,55.47639024,64.2870324,57.15807135
LOC101120850,5.730479,5.074747,3.969043,3.74246,5.088463,4.595523,4.004454,5.310416,5.561617,5.220062,19.455912,14.129992,3.975299,2.691806
CHAC1,3.578714,3.731661,3.478553,0.845388,0.658886,1.981336,14.515304,1.108225,3.472397,7.91753,0.205205,0.310945,1.441869,2.672585
XPO1,27.82093138,14.24072008,20.79918668,14.01333748,22.43210847,16.90183434,19.491252,13.15927006,11.28169237,11.96413484,14.80071093,13.29017492,12.09051354,13.13204902
PRRG4,16.26362011,8.389085132,8.005230108,11.79664905,8.188103291,7.937467009,9.901776602,5.752322038,4.747510006,4.970727302,1.52318581,3.605433539,3.498642026,3.766268794
WBP5,2.234442,1.318763,1.830278,0.828463,4.170911,0.61532,1.363863,1.796792,1.035957,3.385125,5.158231,6.19944,2.265563,0.646499
ARHGEF5,15.195719,15.695221,13.042878,16.453331,12.780393,14.929712,12.655034,15.179899,12.814378,11.837593,7.781538,10.23872,17.545677,11.438724
SMAGP,15.77344897,22.2162077,12.99369821,37.57307939,12.81167429,9.570519354,10.55420736,22.21342679,15.56280301,19.28797757,10.79361027,20.97140876,10.03383027,8.946040347
RBBP8NL,9.974355,8.108356,11.228608,14.821814,6.080643,4.998702,5.776309,3.554478,4.442091,4.695842,1.463416,1.232708,0.812372,0.155716
EDEM1,7.438037,5.998581,5.568692,6.597442,7.074765,7.762963,5.927753,14.758606,20.660852,24.12291,9.565588,10.724502,6.825175,4.969061
LMAN2,69.62275332,71.93258986,56.96638672,55.8605379,94.54003379,95.78130835,90.11684022,64.41898176,95.4178388,88.9150931,72.21684816,50.4917336,60.10369955,49.88159633
CDH2,0.143337,0.031944,0.022924,0.2287,0.07543,0.023752,0.017701,0.365668,0.139493,0.822961,0.754271,0.625013,0,0
SMARCC2,30.39716,31.247564,34.056633,30.227066,31.916725,30.189966,23.192095,20.91996,22.516607,22.757555,20.292513,20.885429,16.958118,13.163329
HN1,31.842888,35.992226,27.276655,26.497375,49.168713,30.054358,28.033123,59.704365,68.799965,74.334831,65.594772,53.072063,64.255836,48.238331
PFDN1,57.468502,78.800201,63.45734,73.561478,78.849342,56.6171,73.031937,79.871346,72.169334,78.751282,72.298477,65.162643,66.680283,85.796211
SNRNP70,125.751869,117.337219,133.939362,112.892136,121.160141,140.390411,147.665329,83.904289,116.054276,108.875916,42.517815,44.226456,84.253891,68.627983
NUDC,85.763916,101.175011,101.511398,100.07103,128.816223,153.942764,124.287437,89.924164,121.493523,105.491638,62.504486,75.20993,110.014305,105.984222
CHMP1B,18.043802,18.473198,17.213097,14.812312,18.910534,16.886679,16.058617,25.061634,18.651812,21.732401,16.392384,23.451435,19.747412,19.940666
ALDH3A1,0.024189,0,0,0,0.093105,0.084787,0.109322,0.854547,1.710054,1.732579,0.323984,0.255268,0.756241,0.546477
ESYT1,7.168804,8.196403,7.71702,6.502766,8.504785,7.571445,5.622977,12.375122,12.765643,13.723877,39.513248,35.338799,12.175415,5.681325
TPD52,7.132813,5.053946,7.233899349,4.660039051,11.9387809,8.870975633,9.976775409,6.466188,5.746383,6.214324871,8.184925,8.468429846,7.179228,6.437755674
NCAPG2,3.963587,4.163974,5.559571,2.179083,14.059096,4.110991,5.015176,7.539883,9.754083,9.09357,3.724025,4.285413,7.420705,4.838918
SEMA3F,47.361446,39.954582,45.404442,29.741611,33.907242,39.946301,26.943626,19.571146,21.31345,21.107418,8.549894,10.403318,8.341331,3.597214
LRRC59,33.799648,32.908623,30.94672,27.947096,59.257812,67.024117,51.781681,54.36372,64.283684,54.610764,31.450535,38.517803,47.367344,38.676929
TMEM50B,19.92707827,15.70667768,15.34891384,17.85104929,16.27835376,18.80598651,19.52228738,18.2952718,17.28118842,17.30123214,17.57164837,24.56425999,22.94710278,30.87437133
CARNMT1,3.369015,1.381763,2.653663,1.82179,3.671865,3.305,4.735276,5.870845,4.372229,4.476186,5.611763,6.531432,5.92743,8.533272
TM7SF3,19.038155,17.916534,19.399014,10.99405,23.885359,18.630064,16.394741,17.04978,15.688853,14.425434,17.620203,21.378925,25.120653,19.703468
HSPA4,22.57900305,17.11285125,19.26475751,18.88915623,25.80147044,28.21435069,28.81460745,23.53786385,24.52726666,21.73941272,21.92853087,27.04291533,26.60027813,33.27568354
MYOF,16.99349169,12.12083697,15.77782313,7.954249522,17.42827113,16.8437402,18.98318881,22.12912953,25.84886437,21.67912822,21.29118285,17.04901404,17.04774823,11.37976312
EXOSC4,14.550209,17.602871,19.377853,16.526918,29.908463,41.018688,36.026543,30.618189,34.902283,27.922436,18.266359,28.08366,43.95586,38.74118
LARGE,3.454496,3.609639,5.019565,1.960689,6.557367,4.807182,4.003765,5.108654,5.446609,4.038086,14.13626,11.734487,3.130708,1.655024
CAMKK2,4.203293041,4.478760053,4.736226432,2.615134447,5.080830544,4.712984931,3.995272349,3.34662224,5.829152986,4.520653128,24.24704468,23.93454784,3.197636504,2.762800925
TIA1,21.10812089,11.21868007,15.1733662,11.72365654,14.84760243,14.26047408,15.5083989,8.596330356,6.455086722,7.628326192,6.916452751,6.661533289,5.399571175,4.625215142
SF3B4,30.790102,36.264961,37.374783,32.361248,57.546768,63.854923,48.967014,41.075565,52.257729,44.680759,27.377028,31.638992,47.021057,42.428173
GLTP,45.210274,40.885563,40.563087,63.343449,38.373329,44.688648,42.162968,41.150528,35.625328,45.076382,30.716686,33.552341,39.89016,41.889885
SEMA4F,1.263431,1.236802,0.924276,0.824570625,1.761776104,2.014399517,1.995932438,1.088236998,1.185049,1.302106223,1.91269753,0.8091979,1.708312453,0.244571
ZFAND3,43.57122,49.461422,39.321442,54.090164,25.145378,26.507595,17.640516,22.221088,23.178583,24.453453,23.673065,19.222729,14.208569,10.389146
NDUFA2,76.67641806,88.05153289,101.5727412,79.79504379,126.6468569,97.38302564,145.4480793,117.1762387,139.8824947,124.282621,103.7355925,137.0098429,154.3508744,200.6398707
ANP32A,51.82781694,56.8165519,58.02525927,58.90001006,64.57471787,57.17641848,47.91052295,45.34565756,55.08029676,54.6594224,32.07364596,38.06755277,49.88156993,83.5199729
ATP6AP2,52.79786477,49.20322469,48.43432846,63.64553361,40.57639108,34.46635094,35.53604958,48.34867167,41.85622043,55.17701413,47.19560976,60.03099152,34.04234255,44.51602113
SAMD4A,0.558107,0.39165,0.164872,0.431199,0.008269,0.139069,0.077371,0.178875,0.268041,0.209229,9.75652,9.361404,0.324546,0.627952
WWC1,15.030044,21.143337,9.935039,32.122883,7.715867,9.651882,8.061855,8.853432,8.237795,7.776345,3.70653,8.572431,5.098235,5.457447
C5H5orf24,14.115068,10.66327,11.85684,10.822143,12.559236,9.735311,11.083873,12.267144,8.854953,8.866754,17.036346,21.425024,16.002592,18.717253
PTPRC,0.125165,0.081063,0.062609,0.311697264,0.280792,0.213644,0.304156,13.71860809,13.61615279,18.99540114,5.657057607,8.972038168,1.304306,5.102881362
WNT11,0.773872,0.209091,0.152296,0.407918,0,0.045086,0.059192,1.027102,0.7229,1.632893,1.375555,1.15652,1.433811,0.162384
NR4A3,1.476599,1.172357,1.190831,0.491797,1.122361,1.113152,0.556454,9.421276,10.933158,18.654402,0.115662,0.206415,0.68291,0.185855
ZNF146,20.30815244,14.2439995,17.15046805,12.69123706,17.57549508,10.60203217,14.14283802,12.31400516,7.867056935,8.209297916,9.755674456,10.5391599,10.11178433,12.61057512
SEL1L3,8.289721,5.285199,8.839581,2.986727,18.455706,12.390562,10.566377,5.676074,5.939916,2.656228,3.482605,5.541443,8.21792,5.058568
CENPA,6.594085,5.18561,9.546003,3.046944,15.613739,4.197351,6.182265,19.865997,29.897289,27.754326,17.200569,11.885132,15.691202,21.617151
RFK,12.709797,9.091548,11.449938,7.171962,13.339699,13.745072,10.183153,10.71509,12.248075,12.797389,8.182698,10.492434,12.584046,19.267298
EPRS,22.00144156,13.46082419,20.34018507,13.25759509,26.62659337,31.86125754,34.30768315,27.55115468,28.64792717,24.80650909,36.66392417,37.24342626,33.9169296,31.8784442
PKMYT1,3.066402,3.272315,5.018622,2.163349,8.418931,6.315464,5.058385,4.305121,6.765071,5.983233,2.076695,1.802935,5.87536,2.572674
OGDH,16.1283758,14.17976568,16.84553062,9.778791297,34.57244287,35.40983923,34.6964629,55.55126117,73.65886728,60.93712107,61.90413028,51.20027512,66.44522294,56.41788336
UBE2N,25.60414483,24.86633703,28.77682605,18.19255384,35.15304549,31.0696633,31.12659778,36.35646588,34.91593842,35.18385404,33.24655356,42.41901031,40.53963895,50.29996721
PGRMC2,16.25037,15.121976,18.437454,13.06956,20.393658,19.07642,21.153397,19.513868,22.012634,17.915607,23.990612,24.490099,28.046413,30.619247
AP3D1,44.940613,52.373909,42.227947,58.976631,46.61388,47.22768,34.048611,40.758038,43.572704,43.333641,38.762188,37.394047,37.446011,28.144945
PYCR1,7.62245394,6.314840837,6.220933751,5.424284513,7.099311457,4.984258268,18.7234843,7.810207702,14.78081994,7.451432304,22.19462326,11.6877764,25.4776141,11.41186449
MRPL15,13.072852,14.105917,16.14533,12.092962,25.032309,23.456776,23.87022,22.706169,31.332758,28.295937,21.239788,21.692396,29.03751,35.730896
FAM134B,5.511060221,7.368367164,5.612641489,8.705970502,2.835988967,2.970008048,2.583169127,0.944604181,1.661265883,1.998074401,1.055005571,1.028431366,0.685736701,0.197253042
ATP2B1,20.06557677,8.544406278,11.29255046,6.683065773,14.60429132,10.81399723,18.93023172,14.94871486,12.51232173,12.67939827,13.4025055,15.82581125,11.73370145,8.954562715
MGEA5,40.454479,29.781157,29.648083,41.490086,18.564735,15.880878,14.529235,12.427461,10.126132,11.47826,15.714001,15.713602,11.555792,12.384951
LOC105608340,5.601605039,4.035839587,4.464418156,4.086433693,10.77608822,5.781875397,6.286590325,5.041339075,4.606838521,4.164964115,4.783659732,5.653842758,2.213374423,0.888923761
RALBP1,53.2873,58.323723,45.428299,70.034561,41.923889,37.791489,40.99958,42.161938,36.340691,50.491093,30.541203,38.300808,24.065527,21.971069
TMX3,11.37780386,7.939638729,10.9236537,7.375921192,17.60875912,11.69503139,12.90330844,15.64394477,15.24336557,16.66670959,19.54089687,20.21629112,10.56592188,10.43904309
ITFG1,20.25495,11.981132,13.949563,20.657452,13.973349,13.508864,13.546927,13.340084,13.308837,12.033017,19.430101,23.25355,11.479809,16.24329
TMEM63B,28.346992,22.376591,30.341843,17.109221,31.780792,26.291662,24.107922,50.499184,56.890064,52.442902,25.918995,27.675097,69.452789,46.129276
FBXO8,15.69966928,16.26590593,15.40636122,17.72428257,14.55454957,10.48303427,11.99306855,14.9820223,14.83534148,13.51543478,19.40420408,15.7602179,17.9351108,18.15943663
GALNT3,9.501526923,8.510090178,6.660901476,19.90399738,4.752687827,3.550783654,4.685651384,5.294430374,2.621934471,5.122660948,0.503470288,0.903744752,2.192122614,1.468167122
TMEM254,13.04883732,13.62253493,16.79190843,11.1567451,20.41724521,10.69502733,13.89572166,12.16250087,16.85220586,13.01328326,12.06947936,10.51835747,9.131201027,9.535616912
PRELID1,98.757202,111.444077,89.379181,174.060287,107.682899,101.281265,123.532074,146.823425,141.868896,141.705093,129.091324,155.902542,146.639954,130.768219
CYB561,6.191981,3.386071,4.810773,5.092891,8.25162,7.141718,8.879653,12.351586,8.50202,12.377828,7.338935,11.342911,3.84256,3.085186
LOC101107530,16.576494,21.813009,20.845297,14.018964,22.559122,21.790842,32.186035,23.277836,33.986069,28.839035,10.072394,15.10816,26.299259,29.175802
FAM173A,21.80684792,23.27925455,25.99794921,22.62038787,32.87766638,34.74867251,45.0809891,42.02397739,47.86069544,37.48133792,32.19914781,32.57496946,48.41009356,47.39521133
CYTH2,57.56642717,68.34494146,63.13357352,52.49223045,58.12890534,52.215544,50.81329942,61.01655317,53.03378897,53.53325352,34.6157321,36.20914597,37.71528227,29.49675465
SORBS1,0.883647557,1.470514692,0.58566899,2.053791366,0.314034074,0.224195488,0.304373659,0.309636261,0.148389693,0.32974109,16.32916301,13.98701438,0.089371501,0.061340949
CHORDC1,19.295132,10.646214,12.914785,11.082051,19.384054,14.371131,16.397575,16.236916,13.698236,13.607763,13.900785,16.520485,16.0994,22.270596
PPP4R3B,32.58213229,19.98061808,22.00840127,27.64881882,27.16558025,17.39557347,25.53747239,25.11498581,17.59175134,18.72243229,27.72092425,28.84236625,25.30366565,27.25050645
MMP11,2.623176,2.940311,4.331356,1.835189,2.526155,6.101945,1.868248,4.271065,3.03797,2.363962,12.10745,9.813987,5.944778,2.545587
WFS1,3.030582,3.674697,2.952618,1.119237,3.51701,6.474082,3.50047,7.703248,7.668164,6.582157,24.311428,29.17816,23.833067,22.840355
TRAFD1,23.549519,28.705112,24.158691,25.447256,21.237392,19.959555,15.484843,11.096769,9.997997,11.150416,21.787266,18.09643,1.405149,1.058105
SUZ12,18.764122,8.880065,12.444939,11.564896,18.86776,11.505905,14.187198,11.57684,9.518287,11.234547,7.584153,9.879854,11.428412,11.486831
AGTRAP,28.63393,27.177496,29.90098,34.732285,19.837605,12.723375,15.7351,15.278223,13.421931,15.145888,7.614467,10.360323,21.476166,13.972095
RNASEL,5.176281657,6.43465305,2.971080462,13.62904235,2.360339881,1.389367369,2.532385354,14.22518022,2.624488744,9.37766482,4.726471464,8.49227685,1.868500755,0.871437769
NELFE,35.57120978,41.91249308,37.59834426,49.58918709,39.29101968,42.57752937,43.24205175,35.52546981,40.11325454,32.16213402,30.54136953,33.76067219,38.90507238,37.77187328
ZBTB7C,13.50861465,12.68156839,11.76839894,7.155097663,15.36334225,18.40345218,10.82213036,9.224744079,9.773327509,8.50917147,4.239324568,4.572095713,6.918799879,4.718950929
PLK3,9.363896,10.380408,9.651273,5.751238,8.953502,11.547792,10.548624,19.552006,16.023161,33.239861,2.817991,6.195311,11.182361,13.046363
MBD3,44.229877,43.733788,46.803989,28.853676,68.139046,79.946152,62.854435,46.365997,51.631817,43.283382,37.528851,28.911575,25.56835,18.998295
SLC30A9,15.423998,8.135893,11.657959,9.975365,14.107548,11.58081,13.785122,14.196641,12.948694,9.987593,24.19768,19.622934,18.580217,26.173334
CHN2,2.985672,3.238111,3.829741,1.195749,2.718599,3.679324,3.243113,2.174745,3.01725,1.8119,3.103566,2.047003,1.868046,1.043907
CHGA,9.117193,5.962475,10.240055,4.147283,17.492735,20.352474,13.114144,6.552939,7.931529,6.164646,6.182995,5.419701,15.093853,4.95243
LOC105616378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMYD2,39.686035,48.924393,31.418489,67.92057,25.010365,23.094234,24.203333,27.188732,20.15089,22.815928,38.587975,36.048893,11.062425,13.498197
SLC25A15,6.353677694,5.414397932,8.368309622,2.231792816,14.43196155,12.08552182,11.26516266,7.528604732,7.560366836,6.792785851,5.244431108,5.018518288,4.243652065,3.914844554
SLTM,25.388653,9.345869,13.705007,12.092261,18.279066,13.645232,20.92314,17.573492,8.868801,12.227229,8.67263,9.584823,12.600417,14.80834
LOC101122148,0.263701,0,0,0,0,0,0.301247,0,0,0.061964,0,0.047864,0,0
OSER1,54.27310108,55.94947112,59.26349148,50.72217676,38.22812036,32.78745145,28.92347333,33.11541677,34.21965388,39.04801239,20.5029648,23.64749816,21.39919511,26.00493526
LOC101118202,6.73240726,1.226073152,9.41391157,2.792081574,5.661683338,6.582139674,5.882027224,0.262572832,1.408163809,2.863365818,0.111343351,0.201318119,0.19198593,0.203733341
AVIL,24.12997977,28.55089796,26.476837,25.083567,23.25736318,18.54656126,18.53527899,23.98260948,23.74850733,19.125303,33.96466674,32.89043529,27.09382436,19.42704937
TAP1,0.851944,0.905964,0.976872,1.765888,1.473072,2.383378,0.850761,13.482147,20.404787,30.054184,10.78389,15.450448,5.574674,15.995385
MCU,13.64727648,13.37340032,10.60375761,17.4646734,13.43782072,10.56665247,11.56241915,18.97002732,19.67844534,20.38025397,23.92396468,22.28764218,35.69330338,36.33787589
TOMM40,28.44047113,27.9452728,31.85254337,23.28191027,57.25486241,59.62625797,64.06937219,65.81362404,87.74156264,72.67305035,34.7868117,39.70646679,74.45469106,73.80425796
SMIM5,9.044546558,7.458069016,9.342729117,9.580685985,8.402105861,5.559450923,6.931111769,9.10799271,5.942552357,7.06761848,4.267697203,5.936957171,5.270807968,1.832181825
AXL,9.254158452,10.54678455,11.14509425,6.541739822,7.956964278,5.891373246,5.532647511,14.99443083,11.52092029,14.28878825,30.99816794,25.10839268,3.354120318,1.864406205
PRKAR2B,3.504854,3.792529,3.413659,2.069144,0.689299,0.352014,0.78915,0.995822,0.766015,1.754593,8.082869,5.408356,0.187346,0.109946
DRAM2,7.777293069,6.294855682,7.823615917,5.252377931,10.04848396,8.792022858,13.79551751,11.75867609,9.931993995,6.944502486,11.9859232,12.67097544,14.41566589,26.30585726
U2AF2,91.383942,92.505188,99.903275,74.656212,119.777092,143.005753,121.117332,90.346573,123.66922,109.922905,57.782421,58.223579,83.840233,71.833023
SLC2A10,2.055999,2.078407,2.52526,1.500225,3.561835,1.908245,1.474324,1.330355,1.299185,1.292291,4.53449,2.246967,0.400972,0.029429
PAICS,3.109737,3.456785,4.330519,1.922834,4.785347,3.915793,3.606411,5.709473,5.050312,4.556209,2.08355,2.815315,4.08317,4.749233
ABRACL,21.770161,25.11367,19.715458,32.357048,26.650763,19.407442,25.28685,39.865963,40.940022,53.705734,12.639959,26.742012,18.851839,21.667498
SEC24A,5.344629,2.590063,3.657362,4.077886,4.370109,3.907599,3.456115,3.784267,3.356905,3.510142,6.050004,6.288994,4.282701,4.277523
IDH2,50.7533,50.676331,48.873127,42.069958,62.664665,57.599228,58.241371,89.288094,110.900749,99.3144,81.956879,77.093903,88.869781,64.794357
CD82,64.33989686,65.45809588,78.43859531,39.21614336,78.75722053,98.94146607,73.86571153,68.48564588,93.50921142,63.47088637,38.39454681,39.84329536,116.0807423,78.18573786
BLZF1,24.878275,15.674487,16.451784,20.652311,13.353474,15.467979,16.55266,15.833191,11.533813,9.94836,19.824038,26.344461,19.563978,18.495073
NRBF2,10.86838285,13.03196493,8.001618225,20.131393,7.605081022,7.305655,6.276171454,10.81732295,9.974477,12.55597,11.489599,13.340769,12.821043,16.1719312
TMEM39A,19.85708145,19.14663973,22.8611687,14.2856681,20.01598236,23.5344449,12.36090795,12.14982837,13.3090528,14.52475029,7.827847168,8.337216424,9.426881974,8.438574081
LOC106991031,10.268098,18.09202,5.335883,7.686882,2.586743,4.305662,11.092703,8.156384,4.918159,3.023887,4.640799,4.774584,6.229043,12.513767
